3188	100
15656528	15664704	1	3	2	1
15666791	15668320	1	2	0	1
15674825	15677119	1	1	2	1
15690709	15695369	1	2	1	1
15695818	15698660	1	2	0	1
15719778	15721284	1	2	0	1
15785057	15787170	1	1	2	1
15787282	15788550	1	2	0	1
15787282	15788583	1	2	1	1
15787282	15788818	1	3	2	1
15788699	15788818	1	1	2	1
15788931	15790659	1	3	2	1
15790798	15791015	1	2	0	1
15791152	15791626	1	2	0	1
15791152	15815474	1	3	1	1
15815566	15818572	1	2	0	1
15815566	15826140	1	2	2	1
16602215	16611656	1	0	0	1
16611893	16613983	1	1	1	1
16611893	16614075	1	1	0	1
16614178	16614697	1	1	0	1
16614178	16637038	1	1	0	1
16637090	16638577	1	1	0	1
16647785	16648525	1	2	2	1
16650126	16652320	1	2	0	1
16652483	16652931	1	4	0	1
16700449	16701152	2	1	3	2
17047426	17057071	1	0	1	1
17085229	17097060	1	1	1	1
17097086	17097795	1	0	3	1
17097943	17098773	1	1	0	1
17098887	17100353	1	1	0	1
17100481	17101994	1	1	0	1
17102043	17102137	1	3	1	1
17103577	17104724	1	4	0	1
17105602	17105851	1	1	0	1
17105954	17107725	1	1	1	1
17138357	17138548	2	0	1	2
17138738	17141057	2	2	3	2
17141233	17143096	2	1	3	2
17143131	17145022	2	0	1	2
17145117	17148446	2	0	1	2
17147101	17147468	2	6	5	2
17148560	17149540	2	3	2	2
17149745	17159124	2	0	3	2
17182022	17182602	2	2	3	2
17191810	17203561	2	3	1	2
17207290	17209354	2	1	2	2
17477682	17497401	1	0	1	1
17497586	17499408	1	2	1	1
17500735	17503080	1	2	0	1
17503131	17504845	1	1	1	1
17505016	17524116	1	2	1	1
17524271	17537101	1	2	0	1
17537232	17538518	1	0	0	1
17538557	17538638	1	2	0	1
17538731	17538991	1	2	1	1
17539119	17540410	1	1	0	1
17540800	17541837	1	1	0	1
17549564	17552029	1	1	0	1
17552142	17552833	1	4	0	1
17592736	17594527	2	0	3	2
17594616	17598192	2	0	0	2
17598288	17600025	2	1	2	2
17600095	17601090	2	1	5	2
17600095	17612810	2	1	0	2
17601181	17612810	2	1	0	2
17603103	17617962	2	4	1	2
17612878	17613209	2	0	0	2
17613320	17619459	2	1	2	2
17619526	17628601	2	0	2	2
17638886	17655660	1	2	2	1
17655832	17683212	1	2	1	1
17683321	17688984	1	2	0	1
17683321	17696139	1	2	1	1
17689142	17696139	1	0	1	1
17689142	17702241	1	0	0	1
17696210	17702241	1	3	0	1
17702386	17726675	1	1	1	1
17735591	17738015	2	1	0	2
17738229	17739347	2	1	2	2
17739488	17743801	2	0	3	2
17739488	17774379	2	0	1	2
17744013	17750103	2	4	2	2
17750174	17774379	2	2	1	2
17808937	17810701	2	0	2	2
17810813	17812505	2	0	2	2
17810813	17816688	2	0	2	2
17816784	17817309	2	0	3	2
17821509	17822028	2	2	2	2
17822170	17822945	2	0	1	2
17842017	17864897	2	2	3	2
17864986	17865922	2	1	2	2
17866012	17871835	2	2	1	2
17872023	17885876	2	1	3	2
17886051	17887168	2	1	2	2
17887232	17887321	2	1	2	2
17887435	17889032	2	0	1	2
17889230	17891483	2	0	0	2
17891632	17893806	2	0	1	2
17893904	17895282	2	2	5	2
17895410	17896244	2	1	2	2
17896361	17896722	2	0	2	2
17896981	17899446	2	1	0	2
17899548	17900840	2	2	3	2
17900997	17901876	2	1	2	2
17901979	17902629	2	1	0	2
17902747	17904630	2	3	0	2
17904839	17906547	2	0	2	2
18080014	18083435	1	1	0	1
18083732	18085110	1	2	1	1
18085258	18087970	1	3	0	1
18160268	18161788	1	2	1	1
18167334	18167888	1	1	2	1
18168036	18169842	1	1	1	1
18169939	18170751	1	3	2	1
18170920	18173148	1	3	0	1
18173281	18173791	1	1	2	1
18173842	18176770	1	1	1	1
18203243	18205838	1	1	17	1
18418968	18421437	2	17	1	2
18487204	18489203	1	2	0	1
18489266	18489730	1	1	2	1
18529093	18529439	1	2	0	1
18529497	18529604	1	3	1	1
18534053	18535243	2	1	3	2
18535328	18535857	2	1	0	2
18535448	18535857	2	3	0	2
