id,ratio_TSS_0,ratio_TSS_1
PB.118859.1,,
PB.83093.1,,
PB.52878.1,,
PB.111548.1,,
PB.124735.1,,
PB.96068.1,,
PB.137288.1,,
PB.137289.1,,
PB.52879.1,,
PB.68181.1,,
PB.30357.1,1301.0,1701.0000000000002
PB.124736.1,1401.0,1701.0000000000002
PB.68182.1,1401.0,1701.0000000000002
PB.124736.2,1401.0,1701.0000000000002
PB.118860.1,1701.0000000000002,2001.0000000000002
PB.30357.2,1701.0000000000002,2001.0000000000002
PB.15672.2,1701.0000000000002,2001.0000000000002
PB.137290.1,1701.0000000000002,2001.0000000000002
PB.124736.3,1701.0000000000002,2001.0000000000002
PB.124736.4,1701.0000000000002,2001.0000000000002
PB.130815.3,1701.0000000000002,2001.0000000000002
PB.103684.1,1701.0000000000002,2001.0000000000002
PB.103684.2,1901.0000000000002,2101.0
PB.30357.3,1901.0000000000002,2101.0
PB.111549.1,1901.0000000000002,2101.0
PB.3796.1,1901.0000000000002,2101.0
PB.83094.1,1901.0000000000002,2101.0
PB.83094.2,1901.0000000000002,2101.0
PB.130815.4,1901.0000000000002,2301.0
PB.83094.3,1901.0000000000002,2301.0
PB.137290.2,2001.0000000000002,2401.0
PB.143795.2,2001.0000000000002,2501.0
PB.143795.3,9.955223880597016,2501.0
PB.8631.2,9.955223880597016,12.442786069651744
PB.164508.1,9.955223880597016,12.442786069651744
PB.137290.3,9.955223880597016,12.442786069651744
PB.3796.2,9.955223880597016,8.308970099667775
PB.111549.2,9.955223880597016,6.236907730673318
PB.143795.4,9.955223880597016,6.236907730673318
PB.164508.2,9.955223880597016,6.236907730673318
PB.75664.1,6.647840531561463,6.236907730673318
PB.96069.2,4.990024937655861,6.236907730673318
PB.96069.3,5.239401496259353,6.236907730673318
PB.130815.5,3.495840266222962,6.236907730673318
PB.164508.3,0.9629766753054424,0.9687597625741957
PB.118861.1,0.4334277620396601,0.5186076652471765
PB.111550.1,1.0277700638711469,1.1080788975952445
PB.130815.6,1.3123048094940661,1.3331112591605598
PB.68182.2,1.0,0.3576017130620985
PB.37823.3,0.7501249375312343,1.3745318352059925
PB.96069.4,1.0740466493891152,1.178539546509552
PB.111551.1,1.7984031936127745,1.1665741254858413
PB.83094.6,1.0,0.6672212978369384
PB.118863.1,,1.0
PB.164510.1,,
PB.83095.1,,
PB.75665.1,,
PB.60583.1,,
PB.68183.1,,
PB.8632.1,,
PB.83095.2,,
PB.83095.3,,
PB.3797.1,,
PB.37825.1,,
PB.52882.2,,
PB.83095.4,,
PB.8632.2,,
PB.75665.2,,1.4987531172069826
PB.22967.1,0.6672212978369384,1.3992015968063873
PB.111552.1,1.4279600570613409,1.36330608537693
PB.111552.2,1.7481296758104738,1.3745318352059925
PB.83096.1,1.3322259136212624,1.0
PB.103686.1,0.7503121098626716,0.7503121098626716
PB.52883.1,,
PB.130816.1,,1.2493765586034913
PB.124737.1,,1.4987531172069826
PB.111553.1,,1.1996007984031936
PB.150481.1,,0.8336106489184693
PB.143796.1,,1.0
PB.111554.1,0.7506234413965087,301.0
PB.45356.1,,
PB.143797.1,,
PB.75666.1,,
PB.68184.2,,
PB.130817.2,,
PB.137291.1,,
PB.150482.1,,
PB.157382.1,,
PB.157383.1,,0.4005994005994006
PB.60584.1,1.2493765586034913,0.8003992015968063
PB.118864.1,0.8947922146238821,0.48500454407755234
PB.96070.1,0.7779011660188784,1.0
PB.83097.1,1.7769145394006662,1.1378834884522577
PB.124739.1,1.0,0.8236331569664902
PB.68185.3,1.4282655246252678,1.6663493574488337
PB.37826.1,1.1663893510815309,1.4991680532445923
PB.30360.1,1.1996007984031936,1.0
PB.22970.1,1.1996007984031936,1.0
PB.52884.2,1.1996007984031936,1.0
PB.137292.1,1.1996007984031936,1.0
PB.45357.3,301.0,400.99999999999994
PB.68185.2,301.0,
PB.45357.4,301.0,
PB.60585.3,,
PB.60585.2,,
PB.30360.2,,
PB.45357.2,,
PB.45357.1,,
PB.88755.1,,
PB.37827.1,,
PB.118865.1,1.9975062344139651,1.3992015968063873
PB.157384.1,,1.998003992015968
PB.137293.1,,
PB.130818.1,,
PB.88756.1,,
PB.8633.1,,
PB.118866.1,0.7838129982434805,0.8469543924089379
PB.103687.1,1.2691272587466358,1.1666358081836696
PB.96071.1,1.1999600079984003,1.1372279945108803
PB.83098.2,2301.0,3300.9999999999995
PB.75667.1,1701.0000000000002,2401.0
PB.137294.1,500.99999999999994,11.89108910891089
PB.22971.2,500.99999999999994,11.89108910891089
PB.137294.2,500.99999999999994,11.89108910891089
PB.130819.2,500.99999999999994,11.89108910891089
PB.130819.4,500.99999999999994,11.89108910891089
PB.130819.3,500.99999999999994,11.89108910891089
PB.143799.1,500.99999999999994,11.89108910891089
PB.96072.1,500.99999999999994,12.881188118811881
PB.103688.1,500.99999999999994,12.881188118811881
PB.137294.3,500.99999999999994,12.881188118811881
PB.75668.1,601.0,12.881188118811881
PB.137294.5,601.0,12.881188118811881
PB.137294.4,601.0,12.881188118811881
PB.130819.6,601.0,6.472636815920398
PB.68187.1,601.0,6.472636815920398
PB.30361.1,601.0,6.472636815920398
PB.37828.1,601.0,6.472636815920398
