chr22	15656529	15664705	+
chr22	15666792	15668321	+
chr22	15674826	15677120	+
chr22	15690710	15695370	+
chr22	15695819	15698661	+
chr22	15719779	15721285	+
chr22	15785058	15787171	+
chr22	15787283	15788551	+
chr22	15787283	15788584	+
chr22	15787283	15788819	+
chr22	15788700	15788819	+
chr22	15788932	15790660	+
chr22	15790799	15791016	+
chr22	15791153	15791627	+
chr22	15791153	15815475	+
chr22	15815567	15818573	+
chr22	15815567	15826141	+
chr22	16602216	16611657	+
chr22	16611894	16613984	+
chr22	16611894	16614076	+
chr22	16614179	16614698	+
chr22	16614179	16637039	+
chr22	16637091	16638578	+
chr22	16647786	16648526	+
chr22	16650127	16652321	+
chr22	16652484	16652932	+
chr22	16700450	16701153	-
chr22	17047427	17057072	+
chr22	17085230	17097061	+
chr22	17097087	17097796	+
chr22	17097944	17098774	+
chr22	17098888	17100354	+
chr22	17100482	17101995	+
chr22	17102044	17102138	+
chr22	17103578	17104725	+
chr22	17105603	17105852	+
chr22	17105955	17107726	+
chr22	17138358	17138549	-
chr22	17138739	17141058	-
chr22	17141234	17143097	-
chr22	17143132	17145023	-
chr22	17145118	17148447	-
chr22	17147102	17147469	-
chr22	17148561	17149541	-
chr22	17149746	17159125	-
chr22	17182023	17182603	-
chr22	17191811	17203562	-
chr22	17207291	17209355	-
chr22	17477683	17497402	+
chr22	17497587	17499409	+
chr22	17500736	17503081	+
chr22	17503132	17504846	+
chr22	17505017	17524117	+
chr22	17524272	17537102	+
chr22	17537233	17538519	+
chr22	17538558	17538639	+
chr22	17538732	17538992	+
chr22	17539120	17540411	+
chr22	17540801	17541838	+
chr22	17549565	17552030	+
chr22	17552143	17552834	+
chr22	17592737	17594528	-
chr22	17594617	17598193	-
chr22	17598289	17600026	-
chr22	17600096	17601091	-
chr22	17600096	17612811	-
chr22	17601182	17612811	-
chr22	17603104	17617963	-
chr22	17612879	17613210	-
chr22	17613321	17619460	-
chr22	17619527	17628602	-
chr22	17638887	17655661	+
chr22	17655833	17683213	+
chr22	17683322	17688985	+
chr22	17683322	17696140	+
chr22	17689143	17696140	+
chr22	17689143	17702242	+
chr22	17696211	17702242	+
chr22	17702387	17726676	+
chr22	17735592	17738016	-
chr22	17738230	17739348	-
chr22	17739489	17743802	-
chr22	17739489	17774380	-
chr22	17744014	17750104	-
chr22	17750175	17774380	-
chr22	17808938	17810702	-
chr22	17810814	17812506	-
chr22	17810814	17816689	-
chr22	17816785	17817310	-
chr22	17821510	17822029	-
chr22	17822171	17822946	-
chr22	17842018	17864898	-
chr22	17864987	17865923	-
chr22	17866013	17871836	-
chr22	17872024	17885877	-
chr22	17886052	17887169	-
chr22	17887233	17887322	-
chr22	17887436	17889033	-
chr22	17889231	17891484	-
chr22	17891633	17893807	-
chr22	17893905	17895283	-
chr22	17895411	17896245	-
chr22	17896362	17896723	-
chr22	17896982	17899447	-
chr22	17899549	17900841	-
chr22	17900998	17901877	-
chr22	17901980	17902630	-
chr22	17902748	17904631	-
chr22	17904840	17906548	-
chr22	18080015	18083436	+
chr22	18083733	18085111	+
chr22	18085259	18087971	+
chr22	18160269	18161789	+
chr22	18167335	18167889	+
chr22	18168037	18169843	+
chr22	18169940	18170752	+
chr22	18170921	18173149	+
chr22	18173282	18173792	+
chr22	18173843	18176771	+
chr22	18203244	18205839	+
chr22	18418969	18421438	-
chr22	18487205	18489204	+
chr22	18489267	18489731	+
chr22	18529094	18529440	+
chr22	18529498	18529605	+
chr22	18534054	18535244	-
chr22	18535329	18535858	-
chr22	18535449	18535858	-
chr22	18535949	18536639	-
chr22	18536809	18537291	-
chr22	18538559	18538639	-
chr22	18538745	18539227	-
chr22	18539338	18540401	-
chr22	18543738	18544651	-
chr22	18544782	18547245	-
chr22	18547374	18548010	-
chr22	18547422	18548010	-
chr22	18548119	18548317	-
chr22	18548470	18548669	-
chr22	18548857	18552472	-
chr22	18550951	18550980	-
chr22	18744576	18746573	+
chr22	18746636	18747100	+
chr22	18906726	18910171	+
chr22	18906726	18910887	+
chr22	18911029	18911539	+
chr22	18916989	18918315	-
chr22	18918492	18919450	-
chr22	18919598	18919705	-
chr22	18922934	18923114	-
chr22	18923180	18925050	-
chr22	18925201	18925687	-
chr22	18925723	18926038	-
chr22	18925723	18930989	-
chr22	18931199	18936014	-
chr22	18970659	19014352	+
chr22	19032941	19033043	-
chr22	19039122	19041057	-
chr22	19041295	19041806	-
chr22	19041960	19048439	-
chr22	19048644	19056985	-
chr22	19057163	19063201	-
chr22	19063279	19064847	-
chr22	19065059	19068099	-
chr22	19068226	19089367	-
chr22	19089491	19122127	-
chr22	19134476	19135059	-
chr22	19135176	19137322	-
chr22	19137433	19138214	-
chr22	19137433	19138302	-
chr22	19138318	19139158	-
chr22	19139293	19139611	-
chr22	19139730	19139854	-
chr22	19140025	19142537	-
chr22	19142634	19142725	-
chr22	19176245	19176420	-
chr22	19176495	19176577	-
chr22	19176694	19176845	-
chr22	19176951	19177119	-
chr22	19177205	19177726	-
chr22	19177205	19178132	-
chr22	19177866	19177941	-
chr22	19178042	19178132	-
chr22	19178241	19178579	-
chr22	19180239	19180730	-
