13	16085006	16088748	2	2	0	0	1	43
13	16164430	16171728	1	1	0	0	1	37
13	17533350	17548140	1	1	0	0	1	30
13	17576443	17577632	1	1	0	0	1	50
13	17648134	17656291	2	2	0	0	1	41
13	17885348	17917144	1	1	0	0	1	48
13	17889682	17929623	1	1	0	0	1	43
13	18015790	18017659	2	2	0	0	1	47
13	18195412	18195718	1	1	0	0	2	44
13	18195412	18197561	1	1	0	1	2	50
13	18195412	18199441	1	1	0	0	1	38
13	18195412	18199532	1	1	0	0	5	47
13	18195412	18209070	1	1	0	0	1	30
13	18195412	18211852	1	1	0	0	1	19
13	18195807	18199532	1	1	0	0	1	43
13	18197627	18199441	1	1	0	1	0	40
13	18197627	18199503	1	1	0	0	1	45
13	18197673	18199532	1	1	0	0	1	24
13	18253869	18253976	2	2	0	1	0	30
13	18254513	18258482	2	2	0	1	0	40
13	18254933	18258482	2	2	0	1	0	43
13	18339222	18344489	1	1	0	0	1	35
13	18339222	18346432	1	1	0	0	2	38
13	18344687	18344931	1	1	0	1	6	50
13	18346543	18347051	1	1	0	0	5	39
13	18346563	18347051	1	1	0	0	18	50
13	18347118	18348383	1	1	0	0	22	49
13	18348597	18357303	1	1	0	0	5	47
13	18431878	18436148	1	1	0	0	2	35
13	18436672	18437824	1	1	0	0	1	37
13	18497896	18501529	2	2	0	0	1	40
13	18562773	18577200	2	2	0	1	0	42
13	18738404	18738992	2	2	0	2	1	45
13	18739104	18739972	2	2	0	2	0	39
13	18740243	18740983	2	2	0	4	0	37
13	18741113	18741729	2	2	0	5	0	41
13	18752402	18791086	2	2	0	0	1	50
13	18755709	18771549	1	1	0	0	1	24
13	18755709	18790872	1	1	0	0	1	24
13	18762862	18769293	2	2	0	0	1	30
13	18762862	18788610	2	2	0	0	1	30
13	18763557	18799438	2	2	0	2	5	50
13	18771764	18791086	2	2	0	0	1	50
13	18785088	18801670	0	0	0	0	5	41
13	18808494	18809980	1	1	0	1	0	32
13	18809593	18811142	2	2	0	2	0	41
13	18811663	18812975	1	1	0	0	1	19
13	18813331	18816723	2	2	0	1	0	36
13	18816947	18818273	2	2	0	3	0	47
13	18818482	18819074	2	2	0	1	0	48
13	18819357	18826665	2	2	0	1	0	46
13	18826796	18833696	2	2	0	1	0	19
13	18838802	18839976	2	2	0	4	0	36
13	18840158	18841551	2	2	0	2	0	42
13	18841714	18844480	2	2	0	0	1	35
13	18841714	18845742	2	2	0	1	0	42
13	18845814	18851771	2	2	0	2	0	47
13	18854860	18858803	2	2	0	3	0	44
13	18854863	18858803	2	2	0	1	0	46
13	18858874	18868076	2	2	0	2	0	44
13	19178395	19179340	2	2	0	1	0	29
13	19201823	19204339	2	2	0	0	31	48
13	19214549	19217386	2	2	0	0	1	47
13	19314748	19316886	2	2	0	1	0	31
13	19350224	19351327	1	1	0	1	0	30
13	19366759	19366989	1	1	0	1	0	34
13	19402581	19407769	1	1	0	0	2	22
13	19414193	19414623	2	2	0	1	0	20
13	19432579	19436225	2	2	0	2	0	29
13	19450165	19450262	2	2	0	1	0	26
13	19464521	19465254	2	2	0	0	2	35
13	19465319	19465464	2	2	0	0	1	35
13	19602156	19633619	1	1	0	1	0	44
13	19629798	19630617	1	1	0	1	0	17
13	19633962	19635743	1	1	0	1	0	36
13	19633962	19642114	1	1	1	185	36	50
13	19642271	19646442	1	1	1	365	33	50
13	19642271	19646444	1	1	0	1	0	33
13	19642278	19646442	1	1	0	1	0	29
13	19647292	19648421	1	1	1	230	15	50
13	19647457	19648421	1	1	0	1	0	48
13	19648522	19650002	1	1	1	194	0	50
13	19650261	19658994	1	1	1	318	8	50
13	19659118	19659200	1	1	0	2	0	29
13	19659121	19659200	1	1	1	270	6	50
13	19659290	19660151	1	1	1	12	0	47
13	19659290	19660938	1	1	0	2	0	36
13	19659290	19661697	1	1	1	149	15	50
13	19660270	19661697	1	1	0	1	0	41
13	19660321	19661697	1	1	0	3	0	37
13	19661839	19661962	1	1	0	1	0	39
13	19661839	19663039	1	1	1	183	37	50
13	19663127	19666424	1	1	1	241	31	50
13	19666580	19668376	1	1	1	186	13	50
13	19668532	19670235	1	1	1	122	13	50
13	19670364	19670839	1	1	1	38	1	48
13	19670364	19670843	1	1	0	3	0	44
13	19670364	19671205	1	1	1	106	6	50
13	19670965	19671205	1	3	1	8	0	46
13	19671290	19671833	1	1	1	116	10	49
13	19672496	19674181	2	2	0	3	0	49
13	19674255	19674915	2	2	0	1	0	15
13	19674985	19677719	2	2	0	1	0	44
13	19674985	19677723	2	2	1	42	2	50
13	19675654	19677723	2	2	1	25	1	50
13	19677824	19699379	2	2	0	3	0	19
13	19677824	19705661	2	2	0	3	0	46
13	19677824	19721452	2	2	0	1	0	29
13	19677824	19726604	2	2	0	1	0	13
13	19677824	19730238	2	2	1	71	3	50
13	19699399	19705661	2	2	0	1	0	19
13	19699399	19730238	2	2	0	4	0	39
13	19703361	19705661	2	2	1	507	42	50
13	19705832	19706857	2	2	1	4	4	44
13	19705832	19707081	2	2	0	1	0	50
